epoch (ms),time (18:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1535503435997,2018-08-29T09:43:55.997,9.338,-1.280,-0.183,0.488
1535503435997,2018-08-29T09:43:55.997,9.338,-1.585,0.244,0.305
1535503435997,2018-08-29T09:43:55.997,9.338,-0.549,0.183,0.610
1535503436119,2018-08-29T09:43:56.119,9.460,-0.610,0.366,0.427
1535503436119,2018-08-29T09:43:56.119,9.460,-1.280,0.427,0.427
1535503436119,2018-08-29T09:43:56.119,9.460,-1.890,0.122,0.732
1535503436243,2018-08-29T09:43:56.243,9.584,-1.768,0.000,0.305
1535503436243,2018-08-29T09:43:56.243,9.584,-1.646,-0.244,0.000
1535503436243,2018-08-29T09:43:56.243,9.584,-1.463,-0.427,-0.061
1535503436356,2018-08-29T09:43:56.356,9.697,-1.341,-0.427,0.122
1535503436356,2018-08-29T09:43:56.356,9.697,-0.976,-0.244,0.793
1535503436356,2018-08-29T09:43:56.356,9.697,-0.915,0.366,0.671
1535503436482,2018-08-29T09:43:56.482,9.823,-0.732,0.488,0.549
1535503436482,2018-08-29T09:43:56.482,9.823,-1.220,-0.061,0.732
1535503436482,2018-08-29T09:43:56.482,9.823,-1.341,-0.183,0.183
1535503436617,2018-08-29T09:43:56.617,9.958,-1.098,-0.183,0.366
1535503436617,2018-08-29T09:43:56.617,9.958,-1.646,-0.305,0.061
1535503436617,2018-08-29T09:43:56.617,9.958,-1.524,-0.244,0.183
1535503436727,2018-08-29T09:43:56.727,10.068,-1.341,-0.122,0.366
1535503436727,2018-08-29T09:43:56.727,10.068,-1.280,0.000,0.427
1535503436727,2018-08-29T09:43:56.727,10.068,-1.280,0.061,0.488
1535503436850,2018-08-29T09:43:56.850,10.191,-1.280,0.000,0.305
1535503436850,2018-08-29T09:43:56.850,10.191,-1.280,-0.183,0.488
1535503436850,2018-08-29T09:43:56.850,10.191,-1.159,-0.305,0.244
1535503436964,2018-08-29T09:43:56.964,10.305,-1.341,-0.122,0.305
1535503436964,2018-08-29T09:43:56.964,10.305,-1.585,0.244,0.244
1535503436964,2018-08-29T09:43:56.964,10.305,-0.610,0.122,0.427
1535503437087,2018-08-29T09:43:57.087,10.428,-0.488,0.366,0.610
