epoch (ms),time (18:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1535604141707,2018-08-30T13:42:21.707,103.668,-0.234,0.763,0.280
1535604141707,2018-08-30T13:42:21.707,103.668,-0.194,0.826,0.294
1535604141707,2018-08-30T13:42:21.707,103.668,-0.171,0.996,0.302
1535604141955,2018-08-30T13:42:21.955,103.916,-0.247,1.154,0.375
1535604141955,2018-08-30T13:42:21.955,103.916,-0.113,1.058,0.306
1535604141955,2018-08-30T13:42:21.955,103.916,0.036,0.732,0.198
1535604142191,2018-08-30T13:42:22.191,104.152,-0.076,0.968,0.199
1535604142191,2018-08-30T13:42:22.191,104.152,-0.062,0.842,0.285
1535604142191,2018-08-30T13:42:22.191,104.152,-0.007,0.777,0.341
1535604142438,2018-08-30T13:42:22.438,104.399,-0.040,0.835,0.335
1535604142438,2018-08-30T13:42:22.438,104.399,-0.093,0.944,0.373
1535604142438,2018-08-30T13:42:22.438,104.399,-0.137,1.201,0.421
1535604142686,2018-08-30T13:42:22.686,104.647,-0.189,0.961,0.284
1535604142686,2018-08-30T13:42:22.686,104.647,-0.202,0.726,0.216
1535604142686,2018-08-30T13:42:22.686,104.647,-0.245,0.916,0.181
1535604142922,2018-08-30T13:42:22.922,104.883,-0.176,0.780,0.280
1535604142922,2018-08-30T13:42:22.922,104.883,-0.173,0.880,0.263
1535604142922,2018-08-30T13:42:22.922,104.883,-0.178,0.912,0.246
1535604143170,2018-08-30T13:42:23.170,105.131,-0.206,1.008,0.298
1535604143170,2018-08-30T13:42:23.170,105.131,-0.214,1.189,0.331
1535604143170,2018-08-30T13:42:23.170,105.131,-0.018,0.930,0.163
1535604143417,2018-08-30T13:42:23.417,105.378,-0.081,0.858,0.159
1535604143417,2018-08-30T13:42:23.417,105.378,-0.131,0.904,0.234
1535604143417,2018-08-30T13:42:23.417,105.378,-0.022,0.764,0.291
1535604143653,2018-08-30T13:42:23.653,105.614,-0.004,0.791,0.280
1535604143653,2018-08-30T13:42:23.653,105.614,-0.072,0.920,0.288
1535604143653,2018-08-30T13:42:23.653,105.614,-0.127,1.096,0.344
1535604143901,2018-08-30T13:42:23.901,105.862,-0.174,1.186,0.335
1535604143901,2018-08-30T13:42:23.901,105.862,-0.251,0.713,0.183
1535604143901,2018-08-30T13:42:23.901,105.862,-0.176,0.955,0.085
1535604144148,2018-08-30T13:42:24.148,106.109,-0.143,0.841,0.180
1535604144148,2018-08-30T13:42:24.148,106.109,-0.168,0.820,0.249
1535604144148,2018-08-30T13:42:24.148,106.109,-0.138,0.917,0.228
1535604144385,2018-08-30T13:42:24.385,106.346,-0.111,1.014,0.255
1535604144385,2018-08-30T13:42:24.385,106.346,-0.132,1.076,0.244
1535604144385,2018-08-30T13:42:24.385,106.346,-0.048,1.063,0.182
1535604144632,2018-08-30T13:42:24.632,106.593,0.021,0.846,0.102
1535604144632,2018-08-30T13:42:24.632,106.593,-0.077,0.965,0.106
1535604144632,2018-08-30T13:42:24.632,106.593,-0.071,0.849,0.179
1535604144868,2018-08-30T13:42:24.868,106.829,-0.035,0.865,0.280
1535604144868,2018-08-30T13:42:24.868,106.829,-0.086,0.893,0.323
1535604144868,2018-08-30T13:42:24.868,106.829,-0.081,0.970,0.337
1535604145116,2018-08-30T13:42:25.116,107.077,-0.119,1.104,0.334
1535604145116,2018-08-30T13:42:25.116,107.077,-0.221,0.826,0.247
1535604145116,2018-08-30T13:42:25.116,107.077,-0.228,0.886,0.170
1535604145363,2018-08-30T13:42:25.363,107.324,-0.218,0.862,0.139
1535604145363,2018-08-30T13:42:25.363,107.324,-0.229,0.853,0.176
1535604145363,2018-08-30T13:42:25.363,107.324,-0.184,0.947,0.212
1535604145599,2018-08-30T13:42:25.599,107.560,-0.134,0.950,0.233
1535604145599,2018-08-30T13:42:25.599,107.560,-0.206,1.109,0.230
1535604145599,2018-08-30T13:42:25.599,107.560,-0.116,1.109,0.150
1535604145847,2018-08-30T13:42:25.847,107.808,-0.008,0.812,0.098
1535604145847,2018-08-30T13:42:25.847,107.808,-0.136,0.975,0.119
1535604145847,2018-08-30T13:42:25.847,107.808,-0.136,0.858,0.243
1535604146095,2018-08-30T13:42:26.095,108.056,-0.074,0.784,0.232
1535604146095,2018-08-30T13:42:26.095,108.056,-0.083,0.884,0.247
1535604146095,2018-08-30T13:42:26.095,108.056,-0.122,0.945,0.298
1535604146331,2018-08-30T13:42:26.331,108.292,-0.179,1.070,0.330
1535604146331,2018-08-30T13:42:26.331,108.292,-0.230,1.019,0.261
1535604146331,2018-08-30T13:42:26.331,108.292,-0.257,0.803,0.154
1535604146578,2018-08-30T13:42:26.578,108.539,-0.234,0.943,0.150
1535604146578,2018-08-30T13:42:26.578,108.539,-0.162,0.792,0.233
1535604146578,2018-08-30T13:42:26.578,108.539,-0.173,0.853,0.257
1535604146815,2018-08-30T13:42:26.815,108.776,-0.177,0.895,0.288
1535604146815,2018-08-30T13:42:26.815,108.776,-0.150,0.958,0.268
1535604146815,2018-08-30T13:42:26.815,108.776,-0.217,1.243,0.288
1535604147062,2018-08-30T13:42:27.062,109.023,-0.084,0.994,0.148
1535604147062,2018-08-30T13:42:27.062,109.023,-0.023,0.764,0.023
1535604147062,2018-08-30T13:42:27.062,109.023,-0.105,1.052,0.075
1535604147310,2018-08-30T13:42:27.310,109.271,-0.059,0.868,0.204
1535604147310,2018-08-30T13:42:27.310,109.271,-0.048,0.797,0.197
1535604147310,2018-08-30T13:42:27.310,109.271,-0.095,0.895,0.244
1535604147546,2018-08-30T13:42:27.546,109.507,-0.131,1.012,0.292
1535604147546,2018-08-30T13:42:27.546,109.507,-0.170,1.164,0.302
1535604147546,2018-08-30T13:42:27.546,109.507,-0.205,0.907,0.221
1535604147793,2018-08-30T13:42:27.793,109.754,-0.195,0.798,0.162
1535604147793,2018-08-30T13:42:27.793,109.754,-0.172,0.886,0.199
1535604147793,2018-08-30T13:42:27.793,109.754,-0.175,0.831,0.253
1535604148041,2018-08-30T13:42:28.041,110.002,-0.190,0.901,0.274
1535604148041,2018-08-30T13:42:28.041,110.002,-0.164,0.874,0.286
1535604148041,2018-08-30T13:42:28.041,110.002,-0.208,1.051,0.313
1535604148278,2018-08-30T13:42:28.278,110.239,-0.235,1.276,0.288
1535604148278,2018-08-30T13:42:28.278,110.239,-0.071,0.731,0.118
1535604148278,2018-08-30T13:42:28.278,110.239,-0.024,0.875,0.089
1535604148525,2018-08-30T13:42:28.525,110.486,-0.051,0.943,0.247
1535604148525,2018-08-30T13:42:28.525,110.486,-0.058,0.795,0.291
1535604148525,2018-08-30T13:42:28.525,110.486,-0.114,0.793,0.279
1535604148772,2018-08-30T13:42:28.772,110.733,-0.130,0.934,0.280
1535604148772,2018-08-30T13:42:28.772,110.733,-0.166,1.234,0.297
1535604148772,2018-08-30T13:42:28.772,110.733,-0.267,1.072,0.183
1535604149008,2018-08-30T13:42:29.008,110.969,-0.210,0.739,0.074
1535604149008,2018-08-30T13:42:29.008,110.969,-0.221,0.925,0.092
1535604149008,2018-08-30T13:42:29.008,110.969,-0.215,0.827,0.206
1535604149256,2018-08-30T13:42:29.256,111.217,-0.140,0.851,0.229
1535604149256,2018-08-30T13:42:29.256,111.217,-0.197,0.909,0.222
1535604149256,2018-08-30T13:42:29.256,111.217,-0.222,1.007,0.240
1535604149492,2018-08-30T13:42:29.492,111.453,-0.171,1.182,0.273
1535604149492,2018-08-30T13:42:29.492,111.453,0.026,0.934,0.136
1535604149492,2018-08-30T13:42:29.492,111.453,-0.078,0.878,0.133
1535604149739,2018-08-30T13:42:29.739,111.700,-0.168,0.935,0.162
1535604149739,2018-08-30T13:42:29.739,111.700,-0.033,0.818,0.238
1535604149739,2018-08-30T13:42:29.739,111.700,-0.024,0.794,0.248
1535604149987,2018-08-30T13:42:29.987,111.948,-0.075,0.918,0.285
1535604149987,2018-08-30T13:42:29.987,111.948,-0.106,1.102,0.346
1535604149987,2018-08-30T13:42:29.987,111.948,-0.182,1.146,0.307
1535604150223,2018-08-30T13:42:30.223,112.184,-0.235,0.729,0.186
1535604150223,2018-08-30T13:42:30.223,112.184,-0.214,0.936,0.156
1535604150223,2018-08-30T13:42:30.223,112.184,-0.197,0.817,0.231
1535604150471,2018-08-30T13:42:30.471,112.432,-0.172,0.802,0.272
1535604150471,2018-08-30T13:42:30.471,112.432,-0.169,0.895,0.253
1535604150471,2018-08-30T13:42:30.471,112.432,-0.171,1.096,0.310
1535604150718,2018-08-30T13:42:30.718,112.679,-0.133,1.209,0.292
1535604150718,2018-08-30T13:42:30.718,112.679,-0.003,0.798,0.165
1535604150718,2018-08-30T13:42:30.718,112.679,-0.096,0.890,0.196
1535604150955,2018-08-30T13:42:30.955,112.916,-0.118,0.929,0.244
1535604150955,2018-08-30T13:42:30.955,112.916,-0.019,0.807,0.292
1535604150955,2018-08-30T13:42:30.955,112.916,-0.028,0.792,0.277
1535604151202,2018-08-30T13:42:31.202,113.163,-0.083,0.918,0.316
1535604151202,2018-08-30T13:42:31.202,113.163,-0.056,1.048,0.369
1535604151202,2018-08-30T13:42:31.202,113.163,-0.121,1.146,0.363
1535604151438,2018-08-30T13:42:31.438,113.399,-0.195,0.810,0.229
1535604151438,2018-08-30T13:42:31.438,113.399,-0.252,0.842,0.152
1535604151438,2018-08-30T13:42:31.438,113.399,-0.190,0.958,0.197
1535604151686,2018-08-30T13:42:31.686,113.647,-0.157,0.806,0.243
1535604151686,2018-08-30T13:42:31.686,113.647,-0.158,0.850,0.232
1535604151686,2018-08-30T13:42:31.686,113.647,-0.155,0.900,0.253
1535604151933,2018-08-30T13:42:31.933,113.894,-0.135,1.003,0.305
1535604151933,2018-08-30T13:42:31.933,113.894,-0.199,1.050,0.348
1535604151933,2018-08-30T13:42:31.933,113.894,-0.198,1.125,0.311
1535604152170,2018-08-30T13:42:32.170,114.131,-0.066,0.842,0.166
1535604152170,2018-08-30T13:42:32.170,114.131,-0.117,0.836,0.119
1535604152170,2018-08-30T13:42:32.170,114.131,-0.090,0.878,0.290
1535604152417,2018-08-30T13:42:32.417,114.378,-0.031,0.855,0.295
1535604152417,2018-08-30T13:42:32.417,114.378,-0.060,0.836,0.282
1535604152417,2018-08-30T13:42:32.417,114.378,-0.095,0.937,0.302
1535604152665,2018-08-30T13:42:32.665,114.626,-0.153,1.141,0.362
1535604152665,2018-08-30T13:42:32.665,114.626,-0.234,1.041,0.305
1535604152665,2018-08-30T13:42:32.665,114.626,-0.255,0.727,0.227
1535604152901,2018-08-30T13:42:32.901,114.862,-0.187,0.950,0.200
1535604152901,2018-08-30T13:42:32.901,114.862,-0.132,0.805,0.289
1535604152901,2018-08-30T13:42:32.901,114.862,-0.149,0.797,0.306
1535604153148,2018-08-30T13:42:33.148,115.109,-0.159,0.865,0.321
1535604153148,2018-08-30T13:42:33.148,115.109,-0.159,0.971,0.368
1535604153148,2018-08-30T13:42:33.148,115.109,-0.185,1.075,0.402
1535604153396,2018-08-30T13:42:33.396,115.357,-0.161,1.116,0.356
1535604153396,2018-08-30T13:42:33.396,115.357,-0.053,0.741,0.211
1535604153396,2018-08-30T13:42:33.396,115.357,-0.042,0.823,0.188
1535604153632,2018-08-30T13:42:33.632,115.593,-0.095,0.957,0.288
1535604153632,2018-08-30T13:42:33.632,115.593,-0.102,0.821,0.319
1535604153632,2018-08-30T13:42:33.632,115.593,-0.091,0.802,0.306
1535604153880,2018-08-30T13:42:33.880,115.841,-0.101,0.867,0.313
1535604153880,2018-08-30T13:42:33.880,115.841,-0.130,1.081,0.365
1535604153880,2018-08-30T13:42:33.880,115.841,-0.170,1.190,0.328
1535604154116,2018-08-30T13:42:34.116,116.077,-0.210,0.791,0.200
1535604154116,2018-08-30T13:42:34.116,116.077,-0.230,0.860,0.182
1535604154116,2018-08-30T13:42:34.116,116.077,-0.202,0.908,0.219
1535604154363,2018-08-30T13:42:34.363,116.324,-0.127,0.765,0.267
1535604154363,2018-08-30T13:42:34.363,116.324,-0.146,0.814,0.265
1535604154363,2018-08-30T13:42:34.363,116.324,-0.181,0.963,0.307
1535604154611,2018-08-30T13:42:34.611,116.572,-0.207,1.120,0.346
1535604154611,2018-08-30T13:42:34.611,116.572,-0.127,1.111,0.270
1535604154611,2018-08-30T13:42:34.611,116.572,0.015,0.798,0.136
1535604154847,2018-08-30T13:42:34.847,116.808,-0.119,0.952,0.202
1535604154847,2018-08-30T13:42:34.847,116.808,-0.077,0.837,0.240
1535604154847,2018-08-30T13:42:34.847,116.808,-0.067,0.786,0.245
1535604155095,2018-08-30T13:42:35.095,117.056,-0.086,0.861,0.275
1535604155095,2018-08-30T13:42:35.095,117.056,-0.121,1.036,0.303
1535604155095,2018-08-30T13:42:35.095,117.056,-0.152,1.244,0.269
1535604155342,2018-08-30T13:42:35.342,117.303,-0.199,0.864,0.141
1535604155342,2018-08-30T13:42:35.342,117.303,-0.193,0.798,0.116
1535604155342,2018-08-30T13:42:35.342,117.303,-0.196,0.973,0.186
1535604155578,2018-08-30T13:42:35.578,117.539,-0.154,0.825,0.244
1535604155578,2018-08-30T13:42:35.578,117.539,-0.160,0.826,0.227
1535604155578,2018-08-30T13:42:35.578,117.539,-0.188,0.914,0.233
1535604155826,2018-08-30T13:42:35.826,117.787,-0.224,1.087,0.275
1535604155826,2018-08-30T13:42:35.826,117.787,-0.128,1.208,0.262
1535604155826,2018-08-30T13:42:35.826,117.787,0.005,0.769,0.158
1535604156073,2018-08-30T13:42:36.073,118.034,-0.124,0.871,0.138
1535604156073,2018-08-30T13:42:36.073,118.034,-0.153,0.884,0.205
1535604156073,2018-08-30T13:42:36.073,118.034,-0.077,0.888,0.337
1535604156310,2018-08-30T13:42:36.310,118.271,-0.103,0.881,0.343
1535604156310,2018-08-30T13:42:36.310,118.271,-0.144,0.960,0.312
1535604156310,2018-08-30T13:42:36.310,118.271,-0.193,1.206,0.303
1535604156557,2018-08-30T13:42:36.557,118.518,-0.256,0.801,0.186
1535604156557,2018-08-30T13:42:36.557,118.518,-0.238,0.838,0.127
1535604156557,2018-08-30T13:42:36.557,118.518,-0.247,0.941,0.194
1535604156793,2018-08-30T13:42:36.793,118.754,-0.188,0.782,0.265
1535604156793,2018-08-30T13:42:36.793,118.754,-0.208,0.820,0.255
1535604156793,2018-08-30T13:42:36.793,118.754,-0.187,0.904,0.278
1535604157041,2018-08-30T13:42:37.041,119.002,-0.220,1.088,0.315
1535604157041,2018-08-30T13:42:37.041,119.002,-0.175,1.242,0.297
1535604157041,2018-08-30T13:42:37.041,119.002,-0.063,0.695,0.208
1535604157288,2018-08-30T13:42:37.288,119.249,-0.107,0.846,0.213
1535604157288,2018-08-30T13:42:37.288,119.249,-0.055,0.980,0.310
1535604157288,2018-08-30T13:42:37.288,119.249,-0.235,0.728,0.329
1535604157525,2018-08-30T13:42:37.525,119.486,-0.106,0.807,0.342
1535604157525,2018-08-30T13:42:37.525,119.486,-0.052,0.914,0.355
1535604157525,2018-08-30T13:42:37.525,119.486,-0.122,1.146,0.402
1535604157772,2018-08-30T13:42:37.772,119.733,-0.250,1.049,0.345
1535604157772,2018-08-30T13:42:37.772,119.733,-0.253,0.674,0.191
1535604157772,2018-08-30T13:42:37.772,119.733,-0.203,0.945,0.185
1535604158020,2018-08-30T13:42:38.020,119.981,-0.196,0.851,0.242
1535604158020,2018-08-30T13:42:38.020,119.981,-0.186,0.805,0.280
1535604158020,2018-08-30T13:42:38.020,119.981,-0.180,0.841,0.273
1535604158256,2018-08-30T13:42:38.256,120.217,-0.181,1.031,0.334
1535604158256,2018-08-30T13:42:38.256,120.217,-0.197,1.242,0.320
1535604158256,2018-08-30T13:42:38.256,120.217,-0.052,0.829,0.168
1535604158503,2018-08-30T13:42:38.503,120.464,-0.132,0.878,0.148
1535604158503,2018-08-30T13:42:38.503,120.464,-0.133,0.958,0.216
1535604158503,2018-08-30T13:42:38.503,120.464,-0.088,0.814,0.274
1535604158739,2018-08-30T13:42:38.739,120.700,-0.048,0.809,0.280
1535604158739,2018-08-30T13:42:38.739,120.700,-0.104,0.900,0.300
1535604158739,2018-08-30T13:42:38.739,120.700,-0.110,1.108,0.330
1535604158987,2018-08-30T13:42:38.987,120.948,-0.161,1.146,0.302
1535604158987,2018-08-30T13:42:38.987,120.948,-0.241,0.720,0.180
1535604158987,2018-08-30T13:42:38.987,120.948,-0.235,0.935,0.146
1535604159235,2018-08-30T13:42:39.235,121.196,-0.182,0.884,0.236
1535604159235,2018-08-30T13:42:39.235,121.196,-0.171,0.789,0.263
1535604159235,2018-08-30T13:42:39.235,121.196,-0.154,0.847,0.263
1535604159471,2018-08-30T13:42:39.471,121.432,-0.134,0.943,0.281
1535604159471,2018-08-30T13:42:39.471,121.432,-0.166,1.106,0.315
1535604159471,2018-08-30T13:42:39.471,121.432,-0.143,1.190,0.249
1535604159718,2018-08-30T13:42:39.718,121.679,-0.019,0.742,0.174
1535604159718,2018-08-30T13:42:39.718,121.679,-0.090,0.893,0.175
1535604159718,2018-08-30T13:42:39.718,121.679,-0.101,0.890,0.268
1535604159966,2018-08-30T13:42:39.966,121.927,-0.061,0.791,0.278
1535604159966,2018-08-30T13:42:39.966,121.927,-0.053,0.853,0.307
1535604159966,2018-08-30T13:42:39.966,121.927,-0.091,0.973,0.333
1535604160202,2018-08-30T13:42:40.202,122.163,-0.146,1.171,0.342
1535604160202,2018-08-30T13:42:40.202,122.163,-0.204,0.988,0.282
1535604160202,2018-08-30T13:42:40.202,122.163,-0.224,0.750,0.167
1535604160450,2018-08-30T13:42:40.450,122.411,-0.212,0.935,0.201
1535604160450,2018-08-30T13:42:40.450,122.411,-0.176,0.791,0.251
1535604160450,2018-08-30T13:42:40.450,122.411,-0.173,0.839,0.304
1535604160707,2018-08-30T13:42:40.707,122.668,-0.168,0.872,0.312
1535604160707,2018-08-30T13:42:40.707,122.668,-0.214,1.007,0.326
1535604160707,2018-08-30T13:42:40.707,122.668,-0.210,1.210,0.325
1535604160933,2018-08-30T13:42:40.933,122.894,-0.039,0.869,0.203
1535604160933,2018-08-30T13:42:40.933,122.894,-0.100,0.898,0.119
1535604160933,2018-08-30T13:42:40.933,122.894,-0.165,0.939,0.222
1535604161180,2018-08-30T13:42:41.180,123.141,-0.069,0.762,0.278
1535604161180,2018-08-30T13:42:41.180,123.141,-0.075,0.817,0.285
1535604161180,2018-08-30T13:42:41.180,123.141,-0.094,0.909,0.295
1535604161417,2018-08-30T13:42:41.417,123.378,-0.129,1.153,0.351
1535604161417,2018-08-30T13:42:41.417,123.378,-0.214,1.036,0.303
1535604161417,2018-08-30T13:42:41.417,123.378,-0.251,0.769,0.180
1535604161665,2018-08-30T13:42:41.665,123.626,-0.178,0.921,0.192
1535604161665,2018-08-30T13:42:41.665,123.626,-0.143,0.788,0.261
1535604161665,2018-08-30T13:42:41.665,123.626,-0.154,0.851,0.315
1535604161912,2018-08-30T13:42:41.912,123.873,-0.150,0.879,0.320
1535604161912,2018-08-30T13:42:41.912,123.873,-0.177,0.971,0.333
1535604161912,2018-08-30T13:42:41.912,123.873,-0.211,1.212,0.323
1535604162148,2018-08-30T13:42:42.148,124.109,-0.079,0.905,0.223
1535604162148,2018-08-30T13:42:42.148,124.109,-0.079,0.858,0.208
1535604162148,2018-08-30T13:42:42.148,124.109,-0.154,0.879,0.239
1535604162396,2018-08-30T13:42:42.396,124.357,-0.076,0.760,0.293
1535604162396,2018-08-30T13:42:42.396,124.357,-0.068,0.870,0.332
1535604162396,2018-08-30T13:42:42.396,124.357,-0.120,0.905,0.351
1535604162643,2018-08-30T13:42:42.643,124.604,-0.125,1.074,0.367
1535604162643,2018-08-30T13:42:42.643,124.604,-0.215,1.086,0.331
1535604162643,2018-08-30T13:42:42.643,124.604,-0.259,0.753,0.223
1535604162879,2018-08-30T13:42:42.879,124.840,-0.200,0.933,0.224
1535604162879,2018-08-30T13:42:42.879,124.840,-0.153,0.792,0.262
1535604162879,2018-08-30T13:42:42.879,124.840,-0.175,0.773,0.291
1535604163127,2018-08-30T13:42:43.127,125.088,-0.196,0.857,0.318
1535604163127,2018-08-30T13:42:43.127,125.088,-0.192,0.982,0.356
1535604163127,2018-08-30T13:42:43.127,125.088,-0.212,1.184,0.367
1535604163375,2018-08-30T13:42:43.375,125.336,-0.110,0.978,0.191
1535604163375,2018-08-30T13:42:43.375,125.336,-0.067,0.797,0.072
1535604163375,2018-08-30T13:42:43.375,125.336,-0.066,1.037,0.196
1535604163611,2018-08-30T13:42:43.611,125.572,-0.137,0.782,0.257
1535604163611,2018-08-30T13:42:43.611,125.572,-0.201,0.794,0.290
1535604163611,2018-08-30T13:42:43.611,125.572,-0.104,0.827,0.322
1535604163858,2018-08-30T13:42:43.858,125.819,-0.133,1.038,0.403
1535604163858,2018-08-30T13:42:43.858,125.819,-0.138,1.225,0.357
1535604163858,2018-08-30T13:42:43.858,125.819,-0.265,0.736,0.148
1535604164095,2018-08-30T13:42:44.095,126.056,-0.224,0.918,0.101
1535604164095,2018-08-30T13:42:44.095,126.056,-0.121,0.828,0.200
1535604164095,2018-08-30T13:42:44.095,126.056,-0.133,0.888,0.288
1535604164342,2018-08-30T13:42:44.342,126.303,-0.088,0.895,0.273
1535604164342,2018-08-30T13:42:44.342,126.303,-0.106,0.975,0.290
1535604164342,2018-08-30T13:42:44.342,126.303,-0.137,1.147,0.317
1535604164589,2018-08-30T13:42:44.589,126.550,0.079,0.939,0.197
1535604164589,2018-08-30T13:42:44.589,126.550,-0.091,0.921,0.222
1535604164589,2018-08-30T13:42:44.589,126.550,-0.105,0.849,0.247
1535604164826,2018-08-30T13:42:44.826,126.787,0.021,0.752,0.302
1535604164826,2018-08-30T13:42:44.826,126.787,0.040,0.810,0.306
1535604164826,2018-08-30T13:42:44.826,126.787,-0.028,1.103,0.354
1535604165073,2018-08-30T13:42:45.073,127.034,-0.129,1.257,0.370
1535604165073,2018-08-30T13:42:45.073,127.034,-0.154,0.713,0.155
1535604165073,2018-08-30T13:42:45.073,127.034,-0.181,0.927,0.099
1535604165321,2018-08-30T13:42:45.321,127.282,-0.255,0.926,0.201
1535604165321,2018-08-30T13:42:45.321,127.282,-0.205,0.768,0.316
1535604165321,2018-08-30T13:42:45.321,127.282,-0.137,0.841,0.316
1535604165557,2018-08-30T13:42:45.557,127.518,-0.169,0.902,0.322
1535604165557,2018-08-30T13:42:45.557,127.518,-0.185,1.001,0.354
1535604165557,2018-08-30T13:42:45.557,127.518,-0.095,1.215,0.349
1535604165805,2018-08-30T13:42:45.805,127.766,-0.063,0.723,0.217
1535604165805,2018-08-30T13:42:45.805,127.766,-0.175,0.885,0.239
1535604165805,2018-08-30T13:42:45.805,127.766,-0.068,0.938,0.284
1535604166041,2018-08-30T13:42:46.041,128.002,-0.029,0.755,0.321
1535604166041,2018-08-30T13:42:46.041,128.002,-0.088,0.776,0.326
1535604166041,2018-08-30T13:42:46.041,128.002,-0.092,0.976,0.357
1535604166288,2018-08-30T13:42:46.288,128.249,-0.120,1.197,0.413
1535604166288,2018-08-30T13:42:46.288,128.249,-0.162,0.946,0.330
1535604166288,2018-08-30T13:42:46.288,128.249,-0.232,0.688,0.219
1535604166536,2018-08-30T13:42:46.536,128.497,-0.221,0.976,0.202
1535604166536,2018-08-30T13:42:46.536,128.497,-0.155,0.849,0.261
1535604166536,2018-08-30T13:42:46.536,128.497,-0.149,0.833,0.285
1535604166772,2018-08-30T13:42:46.772,128.733,-0.143,0.826,0.285
1535604166772,2018-08-30T13:42:46.772,128.733,-0.146,0.992,0.308
1535604166772,2018-08-30T13:42:46.772,128.733,-0.202,1.239,0.354
1535604167019,2018-08-30T13:42:47.019,128.980,-0.050,0.948,0.232
1535604167019,2018-08-30T13:42:47.019,128.980,0.001,0.784,0.145
1535604167019,2018-08-30T13:42:47.019,128.980,-0.112,0.956,0.192
1535604167267,2018-08-30T13:42:47.267,129.228,-0.070,0.820,0.288
1535604167267,2018-08-30T13:42:47.267,129.228,-0.024,0.784,0.311
1535604167267,2018-08-30T13:42:47.267,129.228,-0.059,0.875,0.308
1535604167503,2018-08-30T13:42:47.503,129.464,-0.150,1.140,0.350
1535604167503,2018-08-30T13:42:47.503,129.464,-0.233,1.173,0.292
1535604167503,2018-08-30T13:42:47.503,129.464,-0.260,0.695,0.137
1535604167751,2018-08-30T13:42:47.751,129.712,-0.232,0.952,0.116
1535604167751,2018-08-30T13:42:47.751,129.712,-0.218,0.803,0.224
1535604167751,2018-08-30T13:42:47.751,129.712,-0.198,0.798,0.254
1535604167998,2018-08-30T13:42:47.998,129.959,-0.208,0.885,0.231
1535604167998,2018-08-30T13:42:47.998,129.959,-0.208,1.080,0.294
1535604167998,2018-08-30T13:42:47.998,129.959,-0.181,1.226,0.283
1535604168234,2018-08-30T13:42:48.234,130.195,-0.007,0.812,0.132
1535604168234,2018-08-30T13:42:48.234,130.195,-0.072,0.869,0.110
1535604168234,2018-08-30T13:42:48.234,130.195,-0.116,0.925,0.200
1535604168482,2018-08-30T13:42:48.482,130.443,-0.048,0.813,0.284
1535604168482,2018-08-30T13:42:48.482,130.443,-0.039,0.819,0.302
1535604168482,2018-08-30T13:42:48.482,130.443,-0.109,0.934,0.321
1535604168718,2018-08-30T13:42:48.718,130.679,-0.153,1.124,0.339
1535604168718,2018-08-30T13:42:48.718,130.679,-0.257,0.989,0.255
1535604168718,2018-08-30T13:42:48.718,130.679,-0.271,0.875,0.165
1535604168966,2018-08-30T13:42:48.966,130.927,-0.160,0.929,0.187
1535604168966,2018-08-30T13:42:48.966,130.927,-0.153,0.743,0.226
1535604168966,2018-08-30T13:42:48.966,130.927,-0.217,0.803,0.256
1535604169213,2018-08-30T13:42:49.213,131.174,-0.202,0.897,0.280
1535604169213,2018-08-30T13:42:49.213,131.174,-0.207,1.122,0.308
1535604169213,2018-08-30T13:42:49.213,131.174,-0.118,1.244,0.269
1535604169450,2018-08-30T13:42:49.450,131.411,-0.012,0.754,0.110
1535604169450,2018-08-30T13:42:49.450,131.411,-0.157,0.966,0.109
1535604169450,2018-08-30T13:42:49.450,131.411,-0.075,0.873,0.224
1535604169697,2018-08-30T13:42:49.697,131.658,-0.027,0.727,0.268
1535604169697,2018-08-30T13:42:49.697,131.658,-0.054,0.839,0.302
1535604169697,2018-08-30T13:42:49.697,131.658,-0.080,0.941,0.359
1535604169945,2018-08-30T13:42:49.945,131.906,-0.140,1.172,0.352
1535604169945,2018-08-30T13:42:49.945,131.906,-0.246,1.087,0.161
1535604169945,2018-08-30T13:42:49.945,131.906,-0.232,0.847,0.066
1535604170181,2018-08-30T13:42:50.181,132.142,-0.164,0.910,0.111
1535604170181,2018-08-30T13:42:50.181,132.142,-0.194,0.794,0.198
1535604170181,2018-08-30T13:42:50.181,132.142,-0.199,0.792,0.217
1535604170429,2018-08-30T13:42:50.429,132.390,-0.240,0.949,0.237
1535604170429,2018-08-30T13:42:50.429,132.390,-0.243,1.093,0.340
1535604170429,2018-08-30T13:42:50.429,132.390,-0.109,1.014,0.441
1535604170676,2018-08-30T13:42:50.676,132.637,-0.064,0.884,0.260
1535604170676,2018-08-30T13:42:50.676,132.637,-0.009,0.896,0.166
1535604170676,2018-08-30T13:42:50.676,132.637,-0.158,0.944,0.206
1535604170912,2018-08-30T13:42:50.912,132.873,-0.083,0.826,0.289
1535604170912,2018-08-30T13:42:50.912,132.873,-0.010,0.837,0.318
1535604170912,2018-08-30T13:42:50.912,132.873,-0.147,0.845,0.251
1535604171160,2018-08-30T13:42:51.160,133.121,-0.157,1.050,0.352
1535604171160,2018-08-30T13:42:51.160,133.121,-0.112,1.150,0.353
1535604171160,2018-08-30T13:42:51.160,133.121,-0.253,0.781,0.216
1535604171396,2018-08-30T13:42:51.396,133.357,-0.203,0.944,0.202
