epoch (ms),time (18:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1535604772583,2018-08-30T13:52:52.583,734.544,-0.048,0.892,0.197
1535604772583,2018-08-30T13:52:52.583,734.544,-0.053,0.817,0.144
1535604772819,2018-08-30T13:52:52.819,734.780,-0.165,0.925,0.221
1535604772819,2018-08-30T13:52:52.819,734.780,-0.108,0.840,0.303
1535604772819,2018-08-30T13:52:52.819,734.780,-0.085,0.771,0.288
1535604773066,2018-08-30T13:52:53.066,735.027,-0.101,0.877,0.303
1535604773066,2018-08-30T13:52:53.066,735.027,-0.141,1.054,0.354
1535604773066,2018-08-30T13:52:53.066,735.027,-0.222,1.211,0.337
1535604773303,2018-08-30T13:52:53.303,735.264,-0.217,0.830,0.258
1535604773303,2018-08-30T13:52:53.303,735.264,-0.218,0.720,0.204
1535604773303,2018-08-30T13:52:53.303,735.264,-0.275,0.970,0.229
1535604773549,2018-08-30T13:52:53.549,735.510,-0.212,0.808,0.288
1535604773549,2018-08-30T13:52:53.549,735.510,-0.204,0.777,0.267
1535604773549,2018-08-30T13:52:53.549,735.510,-0.202,0.863,0.342
1535604773798,2018-08-30T13:52:53.798,735.759,-0.219,1.011,0.399
1535604773798,2018-08-30T13:52:53.798,735.759,-0.236,1.178,0.395
1535604773798,2018-08-30T13:52:53.798,735.759,-0.078,0.948,0.242
1535604774034,2018-08-30T13:52:54.034,735.995,-0.046,0.760,0.176
1535604774034,2018-08-30T13:52:54.034,735.995,-0.125,0.946,0.239
1535604774034,2018-08-30T13:52:54.034,735.995,-0.077,0.825,0.297
1535604774281,2018-08-30T13:52:54.281,736.242,-0.037,0.800,0.274
1535604774281,2018-08-30T13:52:54.281,736.242,-0.097,0.785,0.321
1535604774281,2018-08-30T13:52:54.281,736.242,-0.141,0.980,0.378
1535604774529,2018-08-30T13:52:54.529,736.490,-0.211,1.271,0.321
1535604774529,2018-08-30T13:52:54.529,736.490,-0.275,0.950,0.201
1535604774529,2018-08-30T13:52:54.529,736.490,-0.274,0.796,0.099
1535604774765,2018-08-30T13:52:54.765,736.726,-0.267,0.905,0.144
1535604774765,2018-08-30T13:52:54.765,736.726,-0.224,0.797,0.222
1535604774765,2018-08-30T13:52:54.765,736.726,-0.232,0.811,0.233
1535604775013,2018-08-30T13:52:55.013,736.974,-0.208,0.896,0.240
1535604775013,2018-08-30T13:52:55.013,736.974,-0.157,1.008,0.299
1535604775013,2018-08-30T13:52:55.013,736.974,-0.198,1.227,0.283
1535604775260,2018-08-30T13:52:55.260,737.221,-0.084,1.009,0.134
1535604775260,2018-08-30T13:52:55.260,737.221,-0.068,0.854,0.032
1535604775260,2018-08-30T13:52:55.260,737.221,-0.126,0.957,0.133
1535604775496,2018-08-30T13:52:55.496,737.457,-0.089,0.824,0.229
1535604775496,2018-08-30T13:52:55.496,737.457,-0.070,0.764,0.225
1535604775496,2018-08-30T13:52:55.496,737.457,-0.116,0.858,0.281
1535604775744,2018-08-30T13:52:55.744,737.705,-0.179,1.071,0.354
1535604775744,2018-08-30T13:52:55.744,737.705,-0.238,1.220,0.351
1535604775744,2018-08-30T13:52:55.744,737.705,-0.238,0.773,0.224
1535604775980,2018-08-30T13:52:55.980,737.941,-0.241,0.796,0.116
1535604775980,2018-08-30T13:52:55.980,737.941,-0.257,0.907,0.201
1535604775980,2018-08-30T13:52:55.980,737.941,-0.198,0.851,0.290
1535604776228,2018-08-30T13:52:56.228,738.189,-0.162,0.831,0.293
1535604776228,2018-08-30T13:52:56.228,738.189,-0.175,0.888,0.277
1535604776228,2018-08-30T13:52:56.228,738.189,-0.199,1.030,0.336
1535604776475,2018-08-30T13:52:56.475,738.436,-0.235,1.227,0.319
1535604776475,2018-08-30T13:52:56.475,738.436,-0.055,0.898,0.160
1535604776475,2018-08-30T13:52:56.475,738.436,-0.042,0.862,0.092
1535604776711,2018-08-30T13:52:56.711,738.672,-0.110,0.880,0.199
1535604776711,2018-08-30T13:52:56.711,738.672,-0.060,0.797,0.276
1535604776711,2018-08-30T13:52:56.711,738.672,-0.063,0.787,0.276
1535604776959,2018-08-30T13:52:56.959,738.920,-0.081,0.937,0.303
1535604776959,2018-08-30T13:52:56.959,738.920,-0.124,1.041,0.333
1535604776959,2018-08-30T13:52:56.959,738.920,-0.232,1.201,0.309
1535604777206,2018-08-30T13:52:57.206,739.167,-0.243,0.817,0.211
1535604777206,2018-08-30T13:52:57.206,739.167,-0.278,0.859,0.149
1535604777206,2018-08-30T13:52:57.206,739.167,-0.241,0.883,0.212
1535604777443,2018-08-30T13:52:57.443,739.404,-0.199,0.784,0.262
1535604777443,2018-08-30T13:52:57.443,739.404,-0.224,0.808,0.260
1535604777443,2018-08-30T13:52:57.443,739.404,-0.195,0.913,0.286
1535604777690,2018-08-30T13:52:57.690,739.651,-0.200,1.008,0.309
1535604777690,2018-08-30T13:52:57.690,739.651,-0.173,1.154,0.346
1535604777690,2018-08-30T13:52:57.690,739.651,-0.158,0.922,0.222
1535604777938,2018-08-30T13:52:57.938,739.899,-0.102,0.802,0.108
1535604777938,2018-08-30T13:52:57.938,739.899,-0.128,0.999,0.209
1535604777938,2018-08-30T13:52:57.938,739.899,-0.171,0.834,0.219
1535604778174,2018-08-30T13:52:58.174,740.135,-0.188,0.807,0.234
1535604778174,2018-08-30T13:52:58.174,740.135,-0.130,0.913,0.246
1535604778174,2018-08-30T13:52:58.174,740.135,-0.110,1.033,0.297
1535604778421,2018-08-30T13:52:58.421,740.382,-0.204,1.165,0.267
1535604778421,2018-08-30T13:52:58.421,740.382,-0.237,0.823,0.212
1535604778421,2018-08-30T13:52:58.421,740.382,-0.304,0.812,0.122
1535604778669,2018-08-30T13:52:58.669,740.630,-0.274,0.919,0.154
1535604778669,2018-08-30T13:52:58.669,740.630,-0.202,0.803,0.208
1535604778669,2018-08-30T13:52:58.669,740.630,-0.198,0.845,0.214
1535604778905,2018-08-30T13:52:58.905,740.866,-0.162,0.938,0.217
1535604778905,2018-08-30T13:52:58.905,740.866,-0.205,1.123,0.245
1535604778905,2018-08-30T13:52:58.905,740.866,-0.219,1.274,0.205
1535604779153,2018-08-30T13:52:59.153,741.114,-0.037,0.790,0.066
1535604779153,2018-08-30T13:52:59.153,741.114,-0.041,0.888,0.049
1535604779153,2018-08-30T13:52:59.153,741.114,-0.097,0.936,0.180
1535604779389,2018-08-30T13:52:59.389,741.350,-0.073,0.778,0.261
1535604779389,2018-08-30T13:52:59.389,741.350,-0.060,0.812,0.260
1535604779389,2018-08-30T13:52:59.389,741.350,-0.091,0.944,0.267
1535604779637,2018-08-30T13:52:59.637,741.598,-0.177,1.213,0.297
1535604779637,2018-08-30T13:52:59.637,741.598,-0.238,1.093,0.242
1535604779637,2018-08-30T13:52:59.637,741.598,-0.266,0.657,0.144
1535604779884,2018-08-30T13:52:59.884,741.845,-0.281,0.896,0.107
1535604779884,2018-08-30T13:52:59.884,741.845,-0.252,0.878,0.233
1535604779884,2018-08-30T13:52:59.884,741.845,-0.199,0.831,0.259
1535604780120,2018-08-30T13:53:00.120,742.081,-0.173,0.876,0.270
1535604780120,2018-08-30T13:53:00.120,742.081,-0.188,0.996,0.270
1535604780120,2018-08-30T13:53:00.120,742.081,-0.209,1.199,0.288
1535604780368,2018-08-30T13:53:00.368,742.329,-0.119,1.036,0.188
1535604780368,2018-08-30T13:53:00.368,742.329,0.005,0.767,0.132
1535604780368,2018-08-30T13:53:00.368,742.329,-0.112,0.907,0.126
1535604780615,2018-08-30T13:53:00.615,742.576,-0.097,0.860,0.256
1535604780615,2018-08-30T13:53:00.615,742.576,-0.073,0.808,0.285
1535604780615,2018-08-30T13:53:00.615,742.576,-0.088,0.845,0.268
1535604780851,2018-08-30T13:53:00.851,742.812,-0.132,1.002,0.303
1535604780851,2018-08-30T13:53:00.851,742.812,-0.220,1.211,0.332
1535604780851,2018-08-30T13:53:00.851,742.812,-0.264,0.824,0.236
1535604781099,2018-08-30T13:53:01.099,743.060,-0.294,0.860,0.157
1535604781099,2018-08-30T13:53:01.099,743.060,-0.238,0.889,0.206
1535604781099,2018-08-30T13:53:01.099,743.060,-0.196,0.781,0.250
1535604781346,2018-08-30T13:53:01.346,743.307,-0.199,0.836,0.262
1535604781346,2018-08-30T13:53:01.346,743.307,-0.205,0.960,0.287
1535604781346,2018-08-30T13:53:01.346,743.307,-0.266,1.130,0.340
1535604781583,2018-08-30T13:53:01.583,743.544,-0.146,1.157,0.241
1535604781583,2018-08-30T13:53:01.583,743.544,-0.040,0.796,0.123
1535604781583,2018-08-30T13:53:01.583,743.544,-0.146,0.865,0.175
1535604781830,2018-08-30T13:53:01.830,743.791,-0.111,0.882,0.226
1535604781830,2018-08-30T13:53:01.830,743.791,-0.058,0.780,0.301
1535604781830,2018-08-30T13:53:01.830,743.791,-0.097,0.788,0.285
1535604782066,2018-08-30T13:53:02.066,744.027,-0.137,0.964,0.362
1535604782066,2018-08-30T13:53:02.066,744.027,-0.160,1.195,0.446
1535604782066,2018-08-30T13:53:02.066,744.027,-0.296,0.972,0.306
1535604782314,2018-08-30T13:53:02.314,744.275,-0.282,0.726,0.160
1535604782314,2018-08-30T13:53:02.314,744.275,-0.217,0.883,0.218
1535604782314,2018-08-30T13:53:02.314,744.275,-0.229,0.830,0.287
1535604782562,2018-08-30T13:53:02.562,744.523,-0.252,0.809,0.280
1535604782562,2018-08-30T13:53:02.562,744.523,-0.226,0.881,0.278
1535604782562,2018-08-30T13:53:02.562,744.523,-0.226,1.042,0.327
1535604782797,2018-08-30T13:53:02.797,744.758,-0.238,1.205,0.330
1535604782797,2018-08-30T13:53:02.797,744.758,-0.067,0.751,0.170
1535604782797,2018-08-30T13:53:02.797,744.758,-0.051,0.898,0.087
1535604783045,2018-08-30T13:53:03.045,745.006,-0.099,1.014,0.257
1535604783045,2018-08-30T13:53:03.045,745.006,-0.163,0.741,0.282
1535604783045,2018-08-30T13:53:03.045,745.006,-0.155,0.752,0.278
1535604783292,2018-08-30T13:53:03.292,745.253,-0.128,0.980,0.331
1535604783292,2018-08-30T13:53:03.292,745.253,-0.163,1.135,0.369
1535604783292,2018-08-30T13:53:03.292,745.253,-0.250,1.090,0.270
1535604783529,2018-08-30T13:53:03.529,745.490,-0.277,0.775,0.142
1535604783529,2018-08-30T13:53:03.529,745.490,-0.271,0.900,0.173
1535604783529,2018-08-30T13:53:03.529,745.490,-0.199,0.846,0.221
1535604783776,2018-08-30T13:53:03.776,745.737,-0.270,0.820,0.164
1535604783776,2018-08-30T13:53:03.776,745.737,-0.309,0.970,0.126
1535604783776,2018-08-30T13:53:03.776,745.737,-0.177,1.113,0.220
1535604784025,2018-08-30T13:53:04.025,745.986,-0.096,0.945,0.218
1535604784025,2018-08-30T13:53:04.025,745.986,-0.126,0.938,0.177
1535604784025,2018-08-30T13:53:04.025,745.986,-0.057,0.894,0.154
1535604784260,2018-08-30T13:53:04.260,746.221,-0.032,0.833,0.200
1535604784260,2018-08-30T13:53:04.260,746.221,-0.047,0.853,0.232
1535604784260,2018-08-30T13:53:04.260,746.221,-0.066,0.918,0.288
1535604784508,2018-08-30T13:53:04.508,746.469,-0.109,1.023,0.329
1535604784508,2018-08-30T13:53:04.508,746.469,-0.187,1.153,0.353
1535604784508,2018-08-30T13:53:04.508,746.469,-0.342,0.883,0.209
1535604784755,2018-08-30T13:53:04.755,746.716,-0.425,0.741,0.118
1535604784755,2018-08-30T13:53:04.755,746.716,-0.342,0.913,0.190
1535604784755,2018-08-30T13:53:04.755,746.716,-0.282,0.811,0.267
1535604784991,2018-08-30T13:53:04.991,746.952,-0.280,0.804,0.262
1535604784991,2018-08-30T13:53:04.991,746.952,-0.269,0.839,0.268
1535604784991,2018-08-30T13:53:04.991,746.952,-0.285,0.948,0.304
1535604785239,2018-08-30T13:53:05.239,747.200,-0.301,1.058,0.360
1535604785239,2018-08-30T13:53:05.239,747.200,-0.296,1.124,0.292
1535604785239,2018-08-30T13:53:05.239,747.200,-0.125,0.780,0.157
1535604785475,2018-08-30T13:53:05.475,747.436,-0.184,0.898,0.123
1535604785475,2018-08-30T13:53:05.475,747.436,-0.207,0.887,0.214
1535604785475,2018-08-30T13:53:05.475,747.436,-0.114,0.806,0.256
1535604785723,2018-08-30T13:53:05.723,747.684,-0.104,0.831,0.282
1535604785723,2018-08-30T13:53:05.723,747.684,-0.155,0.903,0.316
1535604785723,2018-08-30T13:53:05.723,747.684,-0.208,1.067,0.369
1535604785970,2018-08-30T13:53:05.970,747.931,-0.287,1.125,0.348
1535604785970,2018-08-30T13:53:05.970,747.931,-0.348,0.727,0.256
1535604785970,2018-08-30T13:53:05.970,747.931,-0.331,0.804,0.185
1535604786206,2018-08-30T13:53:06.206,748.167,-0.320,0.896,0.208
1535604786206,2018-08-30T13:53:06.206,748.167,-0.273,0.753,0.258
1535604786206,2018-08-30T13:53:06.206,748.167,-0.329,0.806,0.269
1535604786455,2018-08-30T13:53:06.455,748.416,-0.320,0.936,0.273
1535604786455,2018-08-30T13:53:06.455,748.416,-0.272,1.020,0.306
1535604786455,2018-08-30T13:53:06.455,748.416,-0.290,1.212,0.288
1535604786701,2018-08-30T13:53:06.701,748.662,-0.126,0.860,0.137
1535604786701,2018-08-30T13:53:06.701,748.662,-0.101,0.817,0.061
1535604786701,2018-08-30T13:53:06.701,748.662,-0.119,0.922,0.176
1535604786938,2018-08-30T13:53:06.938,748.899,-0.125,0.850,0.240
1535604786938,2018-08-30T13:53:06.938,748.899,-0.207,0.820,0.228
1535604786938,2018-08-30T13:53:06.938,748.899,-0.094,0.932,0.261
1535604787185,2018-08-30T13:53:07.185,749.146,-0.133,1.035,0.305
1535604787185,2018-08-30T13:53:07.185,749.146,-0.251,1.162,0.319
1535604787185,2018-08-30T13:53:07.185,749.146,-0.319,0.798,0.202
1535604787433,2018-08-30T13:53:07.433,749.394,-0.292,0.859,0.154
1535604787433,2018-08-30T13:53:07.433,749.394,-0.217,0.844,0.189
1535604787433,2018-08-30T13:53:07.433,749.394,-0.204,0.784,0.254
1535604787669,2018-08-30T13:53:07.669,749.630,-0.200,0.861,0.283
1535604787669,2018-08-30T13:53:07.669,749.630,-0.193,0.967,0.313
1535604787669,2018-08-30T13:53:07.669,749.630,-0.237,1.190,0.377
1535604787916,2018-08-30T13:53:07.916,749.877,-0.123,1.073,0.239
1535604787916,2018-08-30T13:53:07.916,749.877,-0.027,0.736,0.132
1535604787916,2018-08-30T13:53:07.916,749.877,-0.150,0.901,0.180
1535604788153,2018-08-30T13:53:08.153,750.114,-0.149,0.845,0.268
1535604788153,2018-08-30T13:53:08.153,750.114,-0.105,0.790,0.279
1535604788153,2018-08-30T13:53:08.153,750.114,-0.116,0.838,0.294
1535604788400,2018-08-30T13:53:08.400,750.361,-0.125,1.016,0.341
1535604788400,2018-08-30T13:53:08.400,750.361,-0.222,1.264,0.334
1535604788400,2018-08-30T13:53:08.400,750.361,-0.285,0.863,0.215
1535604788648,2018-08-30T13:53:08.648,750.609,-0.233,0.784,0.168
1535604788648,2018-08-30T13:53:08.648,750.609,-0.185,0.844,0.184
1535604788648,2018-08-30T13:53:08.648,750.609,-0.252,0.839,0.273
1535604788884,2018-08-30T13:53:08.884,750.845,-0.211,0.841,0.307
1535604788884,2018-08-30T13:53:08.884,750.845,-0.226,0.922,0.298
1535604788884,2018-08-30T13:53:08.884,750.845,-0.224,1.174,0.262
1535604789131,2018-08-30T13:53:09.131,751.092,-0.144,1.019,0.215
1535604789131,2018-08-30T13:53:09.131,751.092,-0.120,0.807,0.144
1535604789131,2018-08-30T13:53:09.131,751.092,-0.144,0.978,0.216
1535604789379,2018-08-30T13:53:09.379,751.340,-0.123,0.763,0.271
1535604789379,2018-08-30T13:53:09.379,751.340,-0.146,0.731,0.282
1535604789379,2018-08-30T13:53:09.379,751.340,-0.103,0.893,0.323
1535604789615,2018-08-30T13:53:09.615,751.576,-0.150,1.120,0.364
1535604789615,2018-08-30T13:53:09.615,751.576,-0.249,1.199,0.322
1535604789615,2018-08-30T13:53:09.615,751.576,-0.296,0.733,0.167
1535604789864,2018-08-30T13:53:09.864,751.825,-0.366,0.909,0.155
1535604789864,2018-08-30T13:53:09.864,751.825,-0.246,0.775,0.194
1535604789864,2018-08-30T13:53:09.864,751.825,-0.216,0.776,0.248
1535604790110,2018-08-30T13:53:10.110,752.071,-0.248,0.886,0.284
1535604790110,2018-08-30T13:53:10.110,752.071,-0.263,1.025,0.300
1535604790110,2018-08-30T13:53:10.110,752.071,-0.253,1.253,0.307
1535604790346,2018-08-30T13:53:10.346,752.307,-0.036,0.919,0.145
1535604790346,2018-08-30T13:53:10.346,752.307,-0.076,0.779,0.133
1535604790346,2018-08-30T13:53:10.346,752.307,-0.157,0.855,0.215
1535604790594,2018-08-30T13:53:10.594,752.555,-0.095,0.808,0.302
1535604790594,2018-08-30T13:53:10.594,752.555,-0.031,0.806,0.319
1535604790594,2018-08-30T13:53:10.594,752.555,-0.125,0.946,0.330
1535604790831,2018-08-30T13:53:10.831,752.792,-0.229,1.140,0.346
1535604790831,2018-08-30T13:53:10.831,752.792,-0.284,1.084,0.274
1535604790831,2018-08-30T13:53:10.831,752.792,-0.251,0.783,0.170
1535604791078,2018-08-30T13:53:11.078,753.039,-0.229,0.868,0.191
1535604791078,2018-08-30T13:53:11.078,753.039,-0.221,0.781,0.242
1535604791078,2018-08-30T13:53:11.078,753.039,-0.261,0.807,0.273
1535604791325,2018-08-30T13:53:11.325,753.286,-0.239,0.878,0.269
1535604791325,2018-08-30T13:53:11.325,753.286,-0.230,1.050,0.335
1535604791325,2018-08-30T13:53:11.325,753.286,-0.259,1.244,0.341
1535604791561,2018-08-30T13:53:11.561,753.522,-0.102,0.850,0.174
1535604791561,2018-08-30T13:53:11.561,753.522,-0.075,0.796,0.140
1535604791561,2018-08-30T13:53:11.561,753.522,-0.150,0.920,0.210
1535604791809,2018-08-30T13:53:11.809,753.770,-0.104,0.825,0.272
1535604791809,2018-08-30T13:53:11.809,753.770,-0.080,0.779,0.282
1535604791809,2018-08-30T13:53:11.809,753.770,-0.140,0.886,0.304
1535604792056,2018-08-30T13:53:12.056,754.017,-0.155,1.078,0.343
1535604792056,2018-08-30T13:53:12.056,754.017,-0.245,1.196,0.335
1535604792056,2018-08-30T13:53:12.056,754.017,-0.282,0.747,0.199
1535604792293,2018-08-30T13:53:12.293,754.254,-0.318,0.868,0.125
1535604792293,2018-08-30T13:53:12.293,754.254,-0.299,0.875,0.147
1535604792293,2018-08-30T13:53:12.293,754.254,-0.236,0.750,0.202
1535604792540,2018-08-30T13:53:12.540,754.501,-0.259,0.880,0.249
1535604792540,2018-08-30T13:53:12.540,754.501,-0.249,0.981,0.305
1535604792540,2018-08-30T13:53:12.540,754.501,-0.269,1.175,0.294
1535604792788,2018-08-30T13:53:12.788,754.749,-0.121,1.116,0.169
1535604792788,2018-08-30T13:53:12.788,754.749,0.021,0.800,0.065
1535604792788,2018-08-30T13:53:12.788,754.749,-0.144,0.907,0.117
1535604793025,2018-08-30T13:53:13.025,754.986,-0.080,0.828,0.233
1535604793025,2018-08-30T13:53:13.025,754.986,-0.027,0.779,0.266
1535604793025,2018-08-30T13:53:13.025,754.986,-0.078,0.879,0.264
1535604793271,2018-08-30T13:53:13.271,755.232,-0.147,1.047,0.318
1535604793271,2018-08-30T13:53:13.271,755.232,-0.251,1.229,0.289
1535604793271,2018-08-30T13:53:13.271,755.232,-0.281,0.805,0.153
1535604793519,2018-08-30T13:53:13.519,755.480,-0.288,0.844,0.076
1535604793519,2018-08-30T13:53:13.519,755.480,-0.282,0.888,0.146
1535604793519,2018-08-30T13:53:13.519,755.480,-0.245,0.755,0.207
1535604793755,2018-08-30T13:53:13.755,755.716,-0.262,0.852,0.222
1535604793755,2018-08-30T13:53:13.755,755.716,-0.254,1.000,0.225
1535604793755,2018-08-30T13:53:13.755,755.716,-0.254,1.156,0.265
1535604794003,2018-08-30T13:53:14.003,755.964,-0.145,1.086,0.173
1535604794003,2018-08-30T13:53:14.003,755.964,-0.023,0.757,0.109
1535604794003,2018-08-30T13:53:14.003,755.964,-0.139,0.979,0.141
1535604794239,2018-08-30T13:53:14.239,756.200,-0.208,0.807,0.223
1535604794239,2018-08-30T13:53:14.239,756.200,-0.217,0.788,0.221
1535604794239,2018-08-30T13:53:14.239,756.200,-0.068,0.877,0.266
1535604794486,2018-08-30T13:53:14.486,756.447,-0.109,1.019,0.342
1535604794486,2018-08-30T13:53:14.486,756.447,-0.191,1.261,0.324
1535604794486,2018-08-30T13:53:14.486,756.447,-0.268,0.878,0.185
1535604794734,2018-08-30T13:53:14.734,756.695,-0.271,0.825,0.118
1535604794734,2018-08-30T13:53:14.734,756.695,-0.177,0.904,0.175
1535604794734,2018-08-30T13:53:14.734,756.695,-0.161,0.757,0.250
1535604794970,2018-08-30T13:53:14.970,756.931,-0.199,0.796,0.266
1535604794970,2018-08-30T13:53:14.970,756.931,-0.200,0.962,0.314
1535604794970,2018-08-30T13:53:14.970,756.931,-0.223,1.109,0.382
1535604795218,2018-08-30T13:53:15.218,757.179,-0.197,1.163,0.314
1535604795218,2018-08-30T13:53:15.218,757.179,0.000,0.822,0.154
1535604795218,2018-08-30T13:53:15.218,757.179,-0.075,0.867,0.133
1535604795465,2018-08-30T13:53:15.465,757.426,-0.157,0.854,0.224
1535604795465,2018-08-30T13:53:15.465,757.426,-0.062,0.796,0.297
1535604795465,2018-08-30T13:53:15.465,757.426,-0.093,0.800,0.289
1535604795701,2018-08-30T13:53:15.701,757.662,-0.141,0.932,0.370
1535604795701,2018-08-30T13:53:15.701,757.662,-0.224,1.214,0.403
1535604795701,2018-08-30T13:53:15.701,757.662,-0.310,0.939,0.257
1535604795949,2018-08-30T13:53:15.949,757.910,-0.263,0.772,0.154
1535604795949,2018-08-30T13:53:15.949,757.910,-0.237,0.930,0.117
1535604795949,2018-08-30T13:53:15.949,757.910,-0.209,0.750,0.191
1535604796196,2018-08-30T13:53:16.196,758.157,-0.251,0.807,0.219
1535604796196,2018-08-30T13:53:16.196,758.157,-0.258,0.971,0.252
1535604796196,2018-08-30T13:53:16.196,758.157,-0.283,1.160,0.305
1535604796433,2018-08-30T13:53:16.433,758.394,-0.193,1.242,0.192
1535604796433,2018-08-30T13:53:16.433,758.394,-0.010,0.788,0.072
1535604796433,2018-08-30T13:53:16.433,758.394,-0.140,0.863,0.114
1535604796679,2018-08-30T13:53:16.679,758.640,-0.122,0.867,0.211
1535604796679,2018-08-30T13:53:16.679,758.640,-0.087,0.800,0.262
1535604796679,2018-08-30T13:53:16.679,758.640,-0.125,0.813,0.265
1535604796915,2018-08-30T13:53:16.915,758.876,-0.165,0.968,0.299
1535604796915,2018-08-30T13:53:16.915,758.876,-0.227,1.181,0.337
1535604796915,2018-08-30T13:53:16.915,758.876,-0.310,1.005,0.282
1535604797164,2018-08-30T13:53:17.164,759.125,-0.301,0.654,0.184
1535604797164,2018-08-30T13:53:17.164,759.125,-0.294,0.963,0.160
1535604797164,2018-08-30T13:53:17.164,759.125,-0.248,0.828,0.216
1535604797411,2018-08-30T13:53:17.411,759.372,-0.280,0.762,0.258
1535604797411,2018-08-30T13:53:17.411,759.372,-0.254,0.830,0.285
1535604797411,2018-08-30T13:53:17.411,759.372,-0.224,1.063,0.301
1535604797648,2018-08-30T13:53:17.648,759.609,-0.331,1.207,0.332
1535604797648,2018-08-30T13:53:17.648,759.609,-0.069,0.893,0.212
1535604797648,2018-08-30T13:53:17.648,759.609,-0.023,0.875,0.138
1535604797895,2018-08-30T13:53:17.895,759.856,-0.185,0.889,0.208
1535604797895,2018-08-30T13:53:17.895,759.856,-0.071,0.771,0.293
1535604797895,2018-08-30T13:53:17.895,759.856,-0.045,0.764,0.271
1535604798143,2018-08-30T13:53:18.143,760.104,-0.163,0.929,0.294
1535604798143,2018-08-30T13:53:18.143,760.104,-0.239,1.059,0.319
1535604798143,2018-08-30T13:53:18.143,760.104,-0.328,1.220,0.229
1535604798379,2018-08-30T13:53:18.379,760.340,-0.320,0.837,0.104
1535604798379,2018-08-30T13:53:18.379,760.340,-0.318,0.786,0.063
1535604798379,2018-08-30T13:53:18.379,760.340,-0.345,0.876,0.136
1535604798626,2018-08-30T13:53:18.626,760.587,-0.271,0.780,0.203
1535604798626,2018-08-30T13:53:18.626,760.587,-0.293,0.864,0.217
1535604798626,2018-08-30T13:53:18.626,760.587,-0.275,0.925,0.233
1535604798874,2018-08-30T13:53:18.874,760.835,-0.279,1.042,0.267
1535604798874,2018-08-30T13:53:18.874,760.835,-0.250,1.239,0.200
1535604798874,2018-08-30T13:53:18.874,760.835,-0.062,0.878,0.100
1535604799110,2018-08-30T13:53:19.110,761.071,-0.090,0.871,0.110
1535604799110,2018-08-30T13:53:19.110,761.071,-0.131,0.822,0.189
1535604799110,2018-08-30T13:53:19.110,761.071,-0.092,0.809,0.269
1535604799358,2018-08-30T13:53:19.358,761.319,-0.085,0.818,0.279
1535604799358,2018-08-30T13:53:19.358,761.319,-0.160,0.951,0.313
1535604799358,2018-08-30T13:53:19.358,761.319,-0.215,1.180,0.376
1535604799605,2018-08-30T13:53:19.605,761.566,-0.271,1.028,0.261
1535604799605,2018-08-30T13:53:19.605,761.566,-0.268,0.682,0.175
1535604799605,2018-08-30T13:53:19.605,761.566,-0.292,0.897,0.169
1535604799842,2018-08-30T13:53:19.842,761.803,-0.259,0.832,0.272
1535604799842,2018-08-30T13:53:19.842,761.803,-0.258,0.817,0.263
1535604799842,2018-08-30T13:53:19.842,761.803,-0.241,0.861,0.241
1535604800089,2018-08-30T13:53:20.089,762.050,-0.258,1.012,0.292
1535604800089,2018-08-30T13:53:20.089,762.050,-0.275,1.202,0.357
1535604800089,2018-08-30T13:53:20.089,762.050,-0.129,0.942,0.215
1535604800325,2018-08-30T13:53:20.325,762.286,0.007,0.708,0.042
1535604800325,2018-08-30T13:53:20.325,762.286,-0.191,1.014,0.168
1535604800325,2018-08-30T13:53:20.325,762.286,-0.133,0.834,0.269
1535604800573,2018-08-30T13:53:20.573,762.534,-0.170,0.757,0.242
1535604800573,2018-08-30T13:53:20.573,762.534,-0.083,0.919,0.294
1535604800573,2018-08-30T13:53:20.573,762.534,-0.098,1.078,0.368
1535604800820,2018-08-30T13:53:20.820,762.781,-0.200,1.273,0.303
1535604800820,2018-08-30T13:53:20.820,762.781,-0.253,0.777,0.111
1535604800820,2018-08-30T13:53:20.820,762.781,-0.257,0.825,0.067
1535604801056,2018-08-30T13:53:21.056,763.017,-0.237,0.890,0.236
1535604801056,2018-08-30T13:53:21.056,763.017,-0.200,0.740,0.277
1535604801056,2018-08-30T13:53:21.056,763.017,-0.230,0.883,0.165
1535604801304,2018-08-30T13:53:21.304,763.265,-0.193,1.013,0.172
1535604801304,2018-08-30T13:53:21.304,763.265,-0.231,1.063,0.384
1535604801304,2018-08-30T13:53:21.304,763.265,-0.167,1.161,0.283
1535604801551,2018-08-30T13:53:21.551,763.512,-0.021,0.796,0.076
1535604801551,2018-08-30T13:53:21.551,763.512,-0.121,0.871,0.115
1535604801551,2018-08-30T13:53:21.551,763.512,-0.132,0.911,0.220
1535604801788,2018-08-30T13:53:21.788,763.749,-0.087,0.818,0.265
1535604801788,2018-08-30T13:53:21.788,763.749,-0.105,0.804,0.260
1535604801788,2018-08-30T13:53:21.788,763.749,-0.135,0.941,0.286
1535604802035,2018-08-30T13:53:22.035,763.996,-0.116,1.135,0.384
1535604802035,2018-08-30T13:53:22.035,763.996,-0.243,1.152,0.288
1535604802035,2018-08-30T13:53:22.035,763.996,-0.273,0.703,0.145
1535604802283,2018-08-30T13:53:22.283,764.244,-0.310,0.876,0.154
1535604802283,2018-08-30T13:53:22.283,764.244,-0.269,0.882,0.215
